"ksic1_cd","ksic1_nm","ksic2_cd","ksic2_nm","ksic3_cd","ksic3_nm","ksic4_cd","ksic4_nm","ksic5_cd","ksic5_nm","ksic_C"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","233","시멘트, 석회, 플라스터 및 그 제품 제조업","2332","콘크리트, 시멘트 및 플라스터 제품 제조업","23324","섬유시멘트 제품 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","233","시멘트, 석회, 플라스터 및 그 제품 제조업","2332","콘크리트, 시멘트 및 플라스터 제품 제조업","23325","콘크리트 타일, 기와, 벽돌 및 블록 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","233","시멘트, 석회, 플라스터 및 그 제품 제조업","2332","콘크리트, 시멘트 및 플라스터 제품 제조업","23326","콘크리트관 및 기타 구조용 콘크리트제품 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","233","시멘트, 석회, 플라스터 및 그 제품 제조업","2332","콘크리트, 시멘트 및 플라스터 제품 제조업","23329","그외 기타 콘크리트 제품 및 유사제품 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","239","기타 비금속 광물제품 제조업","2391","석제품 제조업","23911","건설용 석제품 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","239","기타 비금속 광물제품 제조업","2391","석제품 제조업","23919","기타 석제품 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","239","기타 비금속 광물제품 제조업","2399","그외 기타 비금속 광물제품 제조업","23991","아스콘 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","239","기타 비금속 광물제품 제조업","2399","그외 기타 비금속 광물제품 제조업","23992","연마재 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","239","기타 비금속 광물제품 제조업","2399","그외 기타 비금속 광물제품 제조업","23993","비금속광물 분쇄물 생산업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","239","기타 비금속 광물제품 제조업","2399","그외 기타 비금속 광물제품 제조업","23994","석면, 암면 및 유사제품 제조업","C9"
"C","제조업 (10 ~ 33)","23","비금속 광물제품 제조업","239","기타 비금속 광물제품 제조업","2399","그외 기타 비금속 광물제품 제조업","23999","그외 기타 분류안된 비금속 광물제품 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업","24111","제철업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업","24112","제강업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업","24113","합금철 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업","24119","기타 제철 및 제강업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2412","철강 압연, 압출 및 연신제품 제조업","24121","열간 압연 및 압출 제품 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2412","철강 압연, 압출 및 연신제품 제조업","24122","냉간 압연 및 압출 제품 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2412","철강 압연, 압출 및 연신제품 제조업","24123","철강선 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2413","철강관 제조업","24131","주철관 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2413","철강관 제조업","24132","강관 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2419","기타 1차 철강 제조업","24191","도금, 착색 및 기타 표면처리강재 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","241","1차 철강 제조업","2419","기타 1차 철강 제조업","24199","그외 기타 1차 철강 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2421","비철금속 제련, 정련 및 합금 제조업","24211","동 제련, 정련 및 합금 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2421","비철금속 제련, 정련 및 합금 제조업","24212","알루미늄 제련, 정련 및 합금 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2421","비철금속 제련, 정련 및 합금 제조업","24213","연 및 아연 제련, 정련 및 합금 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2421","비철금속 제련, 정련 및 합금 제조업","24219","기타 비철금속 제련, 정련 및 합금 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2422","비철금속 압연, 압출 및 연신제품 제조업","24221","동 압연, 압출 및 연신제품 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2422","비철금속 압연, 압출 및 연신제품 제조업","24222","알루미늄 압연, 압출 및 연신제품 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2422","비철금속 압연, 압출 및 연신제품 제조업","24229","기타 비철금속 압연, 압출 및 연신제품 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","242","1차 비철금속 제조업","2429","기타 1차 비철금속 제조업","24290","기타 1차 비철금속 제조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","243","금속 주조업","2431","철강 주조업","24311","선철주물 주조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","243","금속 주조업","2431","철강 주조업","24312","강주물 주조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","243","금속 주조업","2432","비철금속 주조업","24321","알루미늄주물 주조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","243","금속 주조업","2432","비철금속 주조업","24322","동주물 주조업","C9"
"C","제조업 (10 ~ 33)","24","1차 금속 제조업","243","금속 주조업","2432","비철금속 주조업","24329","기타 비철금속 주조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","251","구조용 금속제품, 탱크 및 증기발생기 제조업","2511","구조용 금속제품 제조업","25111","금속 문, 창, 셔터 및 관련제품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","251","구조용 금속제품, 탱크 및 증기발생기 제조업","2511","구조용 금속제품 제조업","25112","구조용 금속판제품 및 금속공작물 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","251","구조용 금속제품, 탱크 및 증기발생기 제조업","2511","구조용 금속제품 제조업","25113","금속 조립구조재 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","251","구조용 금속제품, 탱크 및 증기발생기 제조업","2511","구조용 금속제품 제조업","25119","기타 구조용 금속제품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","251","구조용 금속제품, 탱크 및 증기발생기 제조업","2512","금속탱크, 저장조 및 유사 용기 제조업","25121","중앙난방보일러 및 방열기 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","251","구조용 금속제품, 탱크 및 증기발생기 제조업","2512","금속탱크, 저장조 및 유사 용기 제조업","25122","설치용 금속탱크 및 저장용기 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","251","구조용 금속제품, 탱크 및 증기발생기 제조업","2513","핵반응기 및 증기발생기 제조업","25130","핵반응기 및 증기발생기 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","252","무기 및 총포탄 제조업","2520","무기 및 총포탄 제조업","25200","무기 및 총포탄 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2591","금속 단조, 압형 및 분말야금 제품 제조업","25911","분말야금제품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2591","금속 단조, 압형 및 분말야금 제품 제조업","25912","금속단조제품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2591","금속 단조, 압형 및 분말야금 제품 제조업","25913","금속압형제품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2592","금속 열처리, 도금 및 기타 금속가공업","25921","금속 열처리업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2592","금속 열처리, 도금 및 기타 금속가공업","25922","도금업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2592","금속 열처리, 도금 및 기타 금속가공업","25923","도장 및 기타 피막처리업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2592","금속 열처리, 도금 및 기타 금속가공업","25924","절삭가공 및 유사처리업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2592","금속 열처리, 도금 및 기타 금속가공업","25929","그외 기타 금속가공업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2593","날붙이, 수공구 및 일반철물 제조업","25931","날붙이 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2593","날붙이, 수공구 및 일반철물 제조업","25932","일반철물 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2593","날붙이, 수공구 및 일반철물 제조업","25933","비동력식 수공구 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2593","날붙이, 수공구 및 일반철물 제조업","25934","톱 및 호환성공구 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2594","금속파스너, 스프링 및 금속선 가공제품 제조업","25941","금속파스너 및 나사제품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2594","금속파스너, 스프링 및 금속선 가공제품 제조업","25942","금속 스프링 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2594","금속파스너, 스프링 및 금속선 가공제품 제조업","25943","금속선 가공제품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2599","그외 기타 금속가공제품 제조업","25991","금속캔 및 기타 포장용기 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2599","그외 기타 금속가공제품 제조업","25992","금고 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2599","그외 기타 금속가공제품 제조업","25993","수동식 식품 가공기기 및 금속주방용기 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2599","그외 기타 금속가공제품 제조업","25994","금속위생용품 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2599","그외 기타 금속가공제품 제조업","25995","금속표시판 제조업","C9"
"C","제조업 (10 ~ 33)","25","금속가공제품 제조업;기계 및 가구 제외","259","기타 금속가공제품 제조업","2599","그외 기타 금속가공제품 제조업","25999","그외 기타 분류안된 금속가공제품 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","261","반도체 제조업","2611","전자집적회로 제조업","26110","전자집적회로 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","261","반도체 제조업","2612","다이오드, 트랜지스터 및 유사 반도체소자 제조업","26120","다이오드, 트랜지스터 및 유사 반도체소자 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2621","평판 디스플레이 제조업","26211","액정 평판 디스플레이 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2621","평판 디스플레이 제조업","26219","플라즈마 및 기타 평판 디스플레이 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2622","인쇄회로기판 및 전자부품 실장기판 제조업","26221","인쇄회로기판 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2622","인쇄회로기판 및 전자부품 실장기판 제조업","26222","전자부품 실장기판 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2629","기타 전자부품 제조업","26291","전자관 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2629","기타 전자부품 제조업","26292","전자축전기 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2629","기타 전자부품 제조업","26293","전자저항기 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2629","기타 전자부품 제조업","26294","전자카드 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2629","기타 전자부품 제조업","26295","전자코일, 변성기 및 기타 전자유도자 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2629","기타 전자부품 제조업","26296","전자접속카드 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","262","전자부품 제조업","2629","기타 전자부품 제조업","26299","그외 기타 전자부품 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","263","컴퓨터 및 주변장치 제조업","2631","컴퓨터 제조업","26310","컴퓨터 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","263","컴퓨터 및 주변장치 제조업","2632","기억장치 및 주변기기 제조업","26321","기억장치 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","263","컴퓨터 및 주변장치 제조업","2632","기억장치 및 주변기기 제조업","26322","컴퓨터 모니터 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","263","컴퓨터 및 주변장치 제조업","2632","기억장치 및 주변기기 제조업","26323","컴퓨터 프린터 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","263","컴퓨터 및 주변장치 제조업","2632","기억장치 및 주변기기 제조업","26329","기타 주변기기 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","264","통신 및 방송 장비 제조업","2641","유선 통신장비 제조업","26410","유선 통신장비 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","264","통신 및 방송 장비 제조업","2642","방송 및 무선 통신장비 제조업","26421","방송장비 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","264","통신 및 방송 장비 제조업","2642","방송 및 무선 통신장비 제조업","26422","이동전화기 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","264","통신 및 방송 장비 제조업","2642","방송 및 무선 통신장비 제조업","26429","기타 무선 통신장비 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","265","영상 및 음향기기 제조업","2651","텔레비전, 비디오 및 기타 영상기기 제조업","26511","텔레비전 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","265","영상 및 음향기기 제조업","2651","텔레비전, 비디오 및 기타 영상기기 제조업","26519","비디오 및 기타 영상기기 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","265","영상 및 음향기기 제조업","2652","오디오, 스피커 및 기타 음향기기 제조업","26521","라디오, 녹음 및 재생 기기 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","265","영상 및 음향기기 제조업","2652","오디오, 스피커 및 기타 음향기기 제조업","26529","기타 음향기기 제조업","C9"
"C","제조업 (10 ~ 33)","26","전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","266","마그네틱 및 광학 매체 제조업","2660","마그네틱 및 광학 매체 제조업","26600","마그네틱 및 광학 매체 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","271","의료용 기기 제조업","2711","방사선장치 및 전기식 진단기기 제조업","27111","방사선 장치 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","271","의료용 기기 제조업","2711","방사선장치 및 전기식 진단기기 제조업","27112","전기식 진단 및 요법 기기 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","271","의료용 기기 제조업","2719","기타 의료용 기기 제조업","27191","치과용 기기 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","271","의료용 기기 제조업","2719","기타 의료용 기기 제조업","27192","정형외과용 및 신체보정용 기기 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","271","의료용 기기 제조업","2719","기타 의료용 기기 제조업","27193","의료용 가구 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","271","의료용 기기 제조업","2719","기타 의료용 기기 제조업","27199","그외 기타 의료용 기기 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","272","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2721","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","27211","항행용 무선기기 및 측량기구 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","272","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2721","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","27212","전자기 측정, 시험 및 분석기구 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","272","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2721","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","27213","물질 검사, 측정 및 분석기구 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","272","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2721","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","27214","속도계 및 적산계기 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","272","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2721","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","27215","기기용 자동측정 및 제어장치 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","272","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2721","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","27216","산업처리공정 제어장비 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","272","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","2721","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업","27219","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","273","안경, 사진장비 및 기타 광학기기 제조업","2731","안경 제조업","27310","안경 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","273","안경, 사진장비 및 기타 광학기기 제조업","2732","광학기기 및 사진장비 제조업","27321","광학렌즈 및 광학요소 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","273","안경, 사진장비 및 기타 광학기기 제조업","2732","광학기기 및 사진장비 제조업","27322","사진기, 영사기 및 관련장비 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","273","안경, 사진장비 및 기타 광학기기 제조업","2732","광학기기 및 사진장비 제조업","27329","기타 광학기기 제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","274","시계 및 시계부품 제조업","2740","시계 및 시계부품 제조업","27401","시계제조업","C9"
"C","제조업 (10 ~ 33)","27","의료, 정밀, 광학기기 및 시계 제조업","274","시계 및 시계부품 제조업","2740","시계 및 시계부품 제조업","27402","시계부품 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","281","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2811","전동기, 발전기 및 전기변환장치 제조업","28111","전동기 및 발전기 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","281","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2811","전동기, 발전기 및 전기변환장치 제조업","28112","변압기 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","281","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2811","전동기, 발전기 및 전기변환장치 제조업","28113","방전램프용 안정기 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","281","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2811","전동기, 발전기 및 전기변환장치 제조업","28119","기타 발전기 및 전기변환장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","281","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2812","전기공급 및 전기제어 장치 제조업","28121","전기회로 개폐, 보호 및 접속 장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","281","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2812","전기공급 및 전기제어 장치 제조업","28122","배전반 및 전기자동제어반 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","282","일차전지 및 축전지 제조업","2820","일차전지 및 축전지 제조업","28201","일차전지 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","282","일차전지 및 축전지 제조업","2820","일차전지 및 축전지 제조업","28202","축전지 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","283","절연선 및 케이블 제조업","2830","절연선 및 케이블 제조업","28301","광섬유 케이블 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","283","절연선 및 케이블 제조업","2830","절연선 및 케이블 제조업","28302","기타 절연선 및 케이블 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","283","절연선 및 케이블 제조업","2830","절연선 및 케이블 제조업","28303","절연 코드세트 및 기타 도체 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","284","전구 및 조명장치 제조업","2841","전구 및 램프 제조업","28410","전구 및 램프 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","284","전구 및 조명장치 제조업","2842","조명장치 제조업","28421","운송장비용 조명장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","284","전구 및 조명장치 제조업","2842","조명장치 제조업","28422","일반용 전기 조명장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","284","전구 및 조명장치 제조업","2842","조명장치 제조업","28423","전시 및 광고용 조명장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","284","전구 및 조명장치 제조업","2842","조명장치 제조업","28429","기타 조명장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","285","가정용 기기 제조업","2851","가정용 전기기기 제조업","28511","주방용 전기기기 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","285","가정용 기기 제조업","2851","가정용 전기기기 제조업","28512","가정용 전기 난방기기 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","285","가정용 기기 제조업","2851","가정용 전기기기 제조업","28519","기타 가정용 전기기기 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","285","가정용 기기 제조업","2852","가정용 비전기식 조리 및 난방 기구 제조업","28520","가정용 비전기식 조리 및 난방 기구 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","289","기타 전기장비 제조업","2890","기타 전기장비 제조업","28901","전기경보 및 신호장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","289","기타 전기장비 제조업","2890","기타 전기장비 제조업","28902","전기용 탄소제품 및 절연제품 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","289","기타 전기장비 제조업","2890","기타 전기장비 제조업","28903","교통 신호장치 제조업","C9"
"C","제조업 (10 ~ 33)","28","전기장비 제조업","289","기타 전기장비 제조업","2890","기타 전기장비 제조업","28909","그외 기타 전기장비 제조업","C9"
"C","제조업 (10 ~ 33)","29","기타 기계 및 장비 제조업","291","일반 목적용 기계 제조업","2911","내연기관 및 터빈 제조업; 항공기용 및 차량용 제외","29111","내연기관 제조업","C9"
"C","제조업 (10 ~ 33)","29","기타 기계 및 장비 제조업","291","일반 목적용 기계 제조업","2911","내연기관 및 터빈 제조업; 항공기용 및 차량용 제외","29119","기타 기관 및 터빈 제조업","C9"
"C","제조업 (10 ~ 33)","29","기타 기계 및 장비 제조업","291","일반 목적용 기계 제조업","2912","유압기기 제조업","29120","유압기기 제조업","C9"
"C","제조업 (10 ~ 33)","29","기타 기계 및 장비 제조업","291","일반 목적용 기계 제조업","2913","펌프 및 압축기 제조업; 탭, 밸브 및 유사장치 제조 포함","29131","액체 펌프 제조업","C9"
"C","제조업 (10 ~ 33)","29","기타 기계 및 장비 제조업","291","일반 목적용 기계 제조업","2913","펌프 및 압축기 제조업; 탭, 밸브 및 유사장치 제조 포함","29132","기체 펌프 및 압축기 제조업","C9"
"C","제조업 (10 ~ 33)","29","기타 기계 및 장비 제조업","291","일반 목적용 기계 제조업","2913","펌프 및 압축기 제조업; 탭, 밸브 및 유사장치 제조 포함","29133","탭, 밸브 및 유사장치 제조업","C9"
